text,label
박스 느림,0
옷은 예쁜데 아이가 크다고 안입네요.가을에나 꺼내입어야겠어요,1
"계속 입고있는 반팔이에요 너무 편하고 예뻐요
주기적 구매 예정입니다",0
도착 빨라요,0
색깔도 꾸안꾸 느낌 그레이라 딱 좋고 구스재질이라 따듯해요,1
아주 이쁘고 힙한데 엄청 꾸미지 않은 느낌이라 너무 좋아요 !,0
몇년전에 샀는데 개족사진찍으려고 하나 더샀는데 사고나서 몇일뒤에 2만원이나 세일하네요ㅜㅠ 옷은 좋아요,1
여자친구 선물로 줬어요 정말 마음에 들어하네요,0
크기 좋아요,1
박스 느림,0
칼배송 느림,0
굿굿,0
생각보다 따뜻하고 안에 얇은티 말고 맨투맨이랑 같이 입으면 바람 불어도 안 춥고 좋아용!! 핏도 이뻐서 굿굿,1
"144센치에 몸무게 32키로나가는 중1입니다
마니 마르고 작은 남자아이인데 마니크긴한데 
갖고싶데서 샀는데...옷질감은좋고 옷은 이쁘네요
",1
"사이즈가 없어 큰걸 샀더니 좀 크고 무거운 편이예요
하지만 질이 좋고 색상도 예뻐요
잘 입을께요",1
아우터로는 입기 좀 빡셀거같고 이너로는 최고에요,0
별로벼로에요 옷제질도 별로 차라리 딴거사서입는데,0
포장 좋음,0
이뻐여 유행하는데에는 이유가잇음 가성비도 좋구 막 그렇게 얇은건 아닌듯! 이쁘고 아방해서 기여움,1
그냥 이가격에 이퀄리티 말안됩니다... 사이즈 무조건 업,1
"기모가 부드럽게 있고 겉면도 탄탄해서 후줄근해질 옷이 아니라 좋아요.
추울땐 안에 반팔옷을 입고 입으면 꽤 따듯할거 같아요.",1
향 부드러워요,1
하늘색은 잘 와서 잘 입고 다니고 있습니다. 다만 같이 온 하얀색이 불량품인지 처음부터 몇번씩 세탁해도 계속 뭉텅이로 안쪽 기모가 뻐지네요… 뽑기운이 안좋은가 봅니다,1
요즘날씨에 딱입니다! 가볍고 어느정도의 보온성까지. 막입기 좋아요,1
182/70 기준 잘라붙지도 않고 핏 괜찮습니다. 색감은 화면하고 비슷해요. 간절기에 잘 입고다닐거 같아요. 아. 근데 교환했는데 받기까지 너무 오래 걸렸어요. 교환 여러번 해봤지만 이런 브랜드 처음임.. 3주만에 받은거 짜증나서 취소하려했는데 배송되서 걍 입어요.,1
신발이 약간 무겁고 압박감이 있어서 장시간 걷기는 비추,1
"때마침 세일기간 이라 아주 저렴하게 
잘 구매 했습니다 이 가격에 이정도
퀄리티면 아주 가성비 좋습니다 ",1
사이즈가 생각버다 크긴하나 옷 자체는 이쁘고 좋습니다.,1
생각보다 옷이 괜찮아 맘에드네요 잘 입을꺼 같아 좋습니다,1
후드가 부드럽고 착용감이 좋네요! 색상도 이뻐서 자주 입을 듯해요.,1
데일리로 입기 좋은 기본 디자인입니다 핏이 예뻐요,1
"따뜻하고 일단 핏이 너무 마음에 듭니다.
입고 갔더니 친구가 예쁘다고 어디서 샀냐고 물어볼 정도입니다. 다만 애플워치 스트랩에 안감 실이 자꾸 걸리고 안감에 털이 종종 빠집니다. 다만 크게 빠지는 것이 아닌 한 털 정도로 빠집니다",1
손민수템으로 샀는데 사이즈 적당하고 디자인도 예뻐서 자주 입어요 가을에 잘 입고 다닐것 같아요,1
"세미 와이드 핏에 히든 밴딩이 더해져 착용감이 정말 편하고 오래 입어도 부담이 없어요.
깔끔한 라인과 다양한 코디에 어울리는 실루엣이라 데일리 슬랙스로 딱입니다.",1
이런 싸구려 상의는 처음 구매해보네요 절대 사지마세요,1
평소보다 한치수 위로 했는데 신축성이 전혀 없는 소재라 그런지 적당합니다. 재금 날씨에 주구장창 입어야겠네요,1
사이즈 정사이즈 혹은 1업 하시면될거 같고 디자인 이뻐요!,1
무진장 할인으로 엄청 싸게 두벌 장만했어요. 싸게 사서 그런가 옷 뒤 글씨가 스티커여서 몇번 빨면 때질거 같아요.. 그래도 가성비가 좋으니 낫밷,1
무진장 세일할때 가성비 좋게 구매했고 디자인 퀄리티 너무 만족합니다!,1
다른색상 입고있는데 편해서 추가구매합니다! 할인된 금액으로 나서 좋아요,1
여기 트레이닝 바지는 진짜 완전 추천합니다 키작고 마른 사람도 허리가 딱 맞고 이렇게 와이드핏으로 입을수있는 브랜드가 없어요 저는 벌써 4개째 구매했어요,1
재질 느낌 핏 다 괜찮은데 기장이 좀 많이 짧아서 아쉽습니다..,1
박스 별로,0
두께는 두껍지 않은듯 해서 이너를 몇개 입어야 지금 입고 다닐수 있을 듯 합니다 ,1
이쁘긴한데 저한테 좀 크네요 한 치수 작게 사는걸 추천드려오,1
배송비 굿,0
적당한 가격에 잘 샀습니다. 원하는 핏이에요. 제 키에 딱 적당한 기장감입니다.,1
"자세히 안보고 사서 몰랐는데
뒤에 절개선 오바임... 있는줄 알았으면 절대 안샀음
일단 전투용으로 사서 그냥 입긴 할건데 다시는 안살들
절개선 없이 그냥 만들었으면 핏이나 두께나 딱인데...",1
굉장히 깔끔하고 로고도 딱히 크게 보이지 않아서 좋은것같아요 ,0
생각보다 조금 작은 느낌이 났어요! M사이즈 구매했는데 약간 맞는데 쪼끔 헐렁한 느낌?,1
반품,0
"상품도 사진대로 마음이 들고 예정대로 배송이
와서 좋아요",1
강추,0
생각보다 딱 맞아서 한 사이즈 업해서 구매하시길 바랍니다,1
주기적으로 구매할 정도로 아주 좋습니다 슬랙스는 이제 무신사 아니면 못입을듯,0
옷 감촉이 좋고 사이즈도 너무 좋네요 잘 입을께요,1
소음 딱 맞아요,1
핏도 좋고 역시 여기 집업은 가성비가 미쳤습니다,1
이너로도 단품으로도 입기 좋은 깔끔한 헨리넥 티입니다. ,1
진짜 이 가격에 이런 짱짱한 후드티를 살 수 있다니 아주 행복합니다. 어디에 입어도 무난무난 잘 어울려요.,1
전에 신었다가 유행 없고 신기 편해서 재구매 했습니다.,0
사이즈가 작아요 다른 브랜드 M정도 되는거 같아요,1
배송비 빨라요,0
배송도 빠르고 이 가격에 이정도 품질이면 좋습니다,1
겨울 레이어드 단품용 너무 좋아요 10년 입을거 같네요,1
"제스펙이면 이 사이즈가 딱 간당간당합니다
저보다 체형있거나 제체형이시분이 편하게 입고싶으시면 한치수 업 ㄱㄱ",1
"중3아들에게 선물했는데 너무 좋아합니다.
가볍고 따뜻하고 최고네요^^",1
손상 좋아요,1
강추,0
날씨가 갑자기 추워져서 입었어요 근데 예쁜듯 안예쁜듯 잘 모르겠어요,0
정말 정말 이쁩니당 매우 맘에들어용 배송도 빠릅니당,0
딱 원했던 느낌이에요 생각보다 두꺼워서 겨울에 괜찮은거 같아요,1
사이즈가 넉넉하게 나온 편이라 정사이즈로 가셔도 될 것 같아요! 후기 보니까 밑창이 많이 얇아서 바닥 느낌이 다 느껴진다고 하던데 저는 그런거 하나도 못느꼈고 여행 하는 내내 완전 편하게 신고 다녔습니다 ㅎㅎ 그리고 확실히 브라운 색상은 아직까지 신고 다니는 사람이 없어서 레어템 같기도해서 뿌듯해요! 코디하기 어려운 색상이지 않을까 했는데 어떤룩에도 다 잘어울려서 너무너무 만족합니다 가을슈즈로 완전 최고..🤎,1
택배 굿,0
"어느옷에나 잘어울려서 자주 입어요.
요즘날씨에 적당하고 좋아요",0
"발 커보이는 건 예상했는데 직접 신어보니 더 커보임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그래서 별점 하나 빼려했으나 6센티 커져서 좋음 >~< 이제 내 키 174다 쿄쿄쿄쿄 사진에서 옆에 있는 뉴발신발은 250이고 딱 맞는데 이건 260으로 샀음!! 딱 맞고 편함 근데 통풍은 잘 안되는거같음 ㅠ 발에 땀이 많은 편이기도 하고,,, 신자마자 땀남 ㅠㅠㅠㅠㅠ 신발은 너무 맘에 듦 사진ㅇㅣ 못담아서 아쉽,,,



추가후기

구매한 지 이틀만에 스티커 떼졌네요; 원래 이렇게 잘 뜯어지나요...? 오래신지도 않았는데 너무 실망스럽네요 이정도면 불량인거같은데;",1
"브론슨에서
산 옷중에 가장 만족해 검은색도 하나.더 삼",0
기모바지라서 따뜻할것 같습니다. 겨울에 기대됩니다.,1
이쁘고 가벼우ㅗ용 동생이랑 같이 입을라고 샀는데 휘뚤마뚤 잘입을듯,0
털빠짐 레전드.. 보세 탑텐 스파오보다도 구린 퀄리티…ㅠ,1
신발도 이쁘고 편하고 단단해서 더 좋아요 키높이 효과도 있고,1
넘 귀여운데 너무 커서 남의 옷 뺏어입은거같아요ㅜㅜ,0
171 다리 짧은편인데 길이 수선 없이 입을수 있어 좋아요,0
튼튼하고 좋아요 다른 컬러들도 자주 입고 있습니다,0
택배 좋음,0
재구매햇습니다. 일전에는 라이트 그래이외 카키색을 구매햇고 이번에는 블랙과 멜란지 그레이 구매햇는데 다른 컬러는 괜찮은데 멜란지 그레이에서는 마구마구 흰색 먼지가 떨어집니다. 바지에도 묻어나고 온통 제주변이 하얘져서 민망할정도라 기모가 빵빵해서 그런가 싶어서 한번 세탁햇는데 그날 세탁기안에도 먼지 파티가 벌어졋습니다. 인형이 하나 터졋나 싶을정도로 기모가 떨어져나왓지만 이젠 괜찮겟지 싶엇는데 오늘 입고 나와보니 또 바지에 잔뜩 묻어잇네요..... 이렇게 심한적은 처음입니다. 블랙은 어느정도 만족해서 별두개라도 줫지만 멜란지그레이는 정말 먼지 생성기라 세탁하기도 두려울정도네요. 추천하고싶지않아요. 다만 기모가 빵빵하여 한겨울 맨투맨으로는 적당하니 다른색깔 구매하세요.. 어두운색으로......,1
"만족! 🤩 가성비 최고! 생각보다 더 따뜻해요
길이가 아주 살짝 긴감이 있지만 쪼이면 괜찮아요 👍🏻👍🏻",1
싸인펜 같은게 묻어서 왔어요.. 허리도 작고 아쉽습니다..,1
몸에 잘 맞아서 딱 좋네요. 맘에 드네요. 추천합니다,0
진짜 너무너무 이뻐요 어글리슈즈는 처음이라 어색했는데 신다보니 편하고 좋아요,0
주문 좋음,0
예상보다 훨씬 만족스러운 제품이에요! 디테일도 꼼꼼하고 품질도 좋아서 오랫동안 사용할 수 있을 것 같아요.,1
"편하긴 하나 광택이 생각 외로 있어요
한사이즈 작게 가는거 추천",1
원단 부드러워요,1
매장에서 신어보고 무신사로 구매했는데 아주 딱 좋습니다 사이즈 정사이즈갔어용,1
아이가 구매해달라고해서 구매했습니다. 키가 커서 큰사이즈 사도 팔길이가 좀 짧네요 ㅠㅠ 좀 아쉬워요,1
밑에 컷팅한부분이 세탁을하면 말려올라가네요... 마감을 잘해야 할 것 같습니다..,1
"착화감이 좋아 오래 신고 걸어도 발이 편했다.
진과 매치해서 착용하기 좋았다",1
경량패딩 제품 중 스파오가 제일 괜찮은 제품입니다! 진짜 좋아요,1
기사 좋음,0
좋아요즇아요좋아요좋좋아요즇아요좋아요좋,0
제 폰 화질이 좀 이상해서 그렇지 엄청 검정색이에요!! 질도 좋고 편해서 자주 손이갑니다,0
"세탁하지말고 입으세요 
세탁 한번에 목이 저렇게나 늘어납니다",1
털 까끌거려요,1
유니크한 신발을 원했는데 세일로 너무 착한 가격에 득했어요  색감이 너무 예쁘고 착화감도 괜찮아요  사이즈는 반업 했습니다  컨버스 275 신는데 같은 사이즈로 갔어요,1
"장점
디자인 이쁨
배송빠름
가벼움

단점
로고 떨어짐
털 여기저기서 빠짐
살짝 어디걸리면 찢어짐(재질 자체가 너무 얇아서 여기저기 잘걸림)

돈 더 주고 다른 거 사세요",1
생각보다 별로여서 놀랐어요 ㅠ 너무 두껍고 손목부분이 불평해요,1
환불,0
생각보다 컸어요. 근데 아방하게 입고 싶으명 괜차능ㄹ거같아요,1
"행사기간에 사서 싸게 잘샀고, 핏도 딱 맞아서 자주 입을거 같네요",1
"워싱이 자연스럽고 색감이 예뻐서 코디하기 쉬워요.
루즈하게 떨어지는 핏이 트렌디하면서도 편안한 느낌이에요.
입을수록 멋이 나는 청바지입니다.",1
똑같은 L인데 옷이 달라요... 실망이 크네요... 기분이 별로네요,1
블랙이랑 멜란지 구매했는데 블랙만 두개가 와버렸어요,0
조직감이 튼튼한 느낌의 후드 집업입니다. 만족합니다.,0
택배 별로,0
"기장이 생각보다 조금 길어서 수선을 해야겠어요
허벅지가 두꺼우신 분들은 한치수 업 추천 드립니다.
착용은 엄청 편해요! 가성비 좋은 슬랙스입니다",1
코디 하기 좋고 생각보다 많이 따뜻해서 집 앞 나갈때 좋습니다,1
"두장 주문했는데 한장은 텍이 달려있고 한장은 텍도없고 누가 입은듯이 구겨져 있네요.
반품도 귀찮아서 그냥 입습니다.",1
사이즈 적당하고 이너보단 초겨울 아우터로 활용 할듯 합니다,1
"대륙의 실수 브론슨의 화이트색상 헨리넥 티셔츠로 코디해 보았습니다.

1. 코디샷 설명 - 레일웨이 와바시 워크데님팬츠와 매치하여 워크웨어 무드를 연출 해 보았습니다.
이 외에 추천 코디로는 헨리넥티셔츠는 캐주얼이나 미니멀로 따지면 화이트색 롱슬리브와 같기 때문에
셀비지데님과도, 치노팬츠와도, 퍼티그팬츠와도 모두 잘 어울립니다. 이런 모든 바지에 코디 추천 드립니다.

2. 핏 - 몸에 딱 붙는 핏입니다. 아메리칸캐주얼 하드한 맛을 내기에 딱 좋으며 운동 욕구 올라갑니다.

3. 코디범용성 - 앞서 말씀드린대로 헨리넥티셔츠 화이트색상이다보니 바지는 정말 아무것도 타지 않고 잘 어울릴 듯 합니다.
외출 전에 찍은 샷이라 신발이나 악세사리 아무것도 안했지만
(1). 모자를 쓰신다면 가스켓 헌팅캡 추천 드립니다.
(2). 시계 착용하고 소매 살짝 걷고 다니는것도 추천드립니다.
(3). 신발로는 저처럼 데님에 매치한다면 더비슈즈, 페니로퍼 추천드립니다.
(4). 워커부츠도 추천드리고 더 잘아시겠지만 벨트와 색상 맞추면 제대로 상남자 아메리칸 캐주얼 셋팅됩니다.",1
"예쁘고 좋아요
색도 밝고 코디하기도 괜찮습니다
너무 낮지 않아서 발바닥도 안 아프고 착화감도 좋아요",1
배송 느림,0
강추,0
기장이 너무 길어서 수선했다가 망해서 버리고 스몰로 주문 하니까 기장은 좋은데 와이드가 아니게 되버림,1
색감이 너무 기여워서 정말 좋아요!!! 근데 작게 사서 아쉬움 이슈….ㅎㅎㅋㅋ,1
"배송빠르고 잘받앗어요 기장 맞아여
뷸편하긴해요",1
"이 가격대에 이정도 보온성이 나오다니
디자인도 좋고 색상이 잘 나왔어요
휘뚜루마뚜루 입기 너무 좋아요",1
조립 작아요,1
너무 잘 입고 있어요. 댄디한 느낌으로 연출하기에 좋아요. 특히나 너무 와이드하지도 슬림하지도 않아서 어떠한 룩도   다 맞는 데이트룩의 정석입니다. 니트류와 특히 잘 맞아서 깔끔하기 입으시는 분들 추천입니다!,1
먼지가 너무 붙어요.. 근데 안에 기모는 뽀송해서 좋네요,0
손목부분이 헤져서 옴...반품하고 싶지만 어차피 데일리로 입을 저렴한 후드티를 찾았던 거라서 걍 입음... 누군가 반품했던걸 다시 판 느낌이랄까...?,1
크게 입고 싶어서 일부러 한치수 크게 주문했는데 생각했던 핏 그대로 나와줘서 너무 이쁘고 원단도 너무 부드럽고 생각보다 두께감이 있는편이라 흐트러짐이 없어요 그리고 원턱이 잡혀있어서 허리가 좀 더 얇아보여요! 이게 진짜 극극미틴호감 포인트예요!!! 핀이 잡혀있으니까 허리도 얇아보이고 핏이 안무너져서 전체적으로 체형 보정도 될 것 같아요 그리고 와이트인 것 치고 다리 길어보여서 너무 좋아요 저는 로퍼에 신었지만 캐주얼하게 입기에도 좋은 옷 같아요 약간 sns 형누나들 감성으로 꾸미기 좋을 듯!! 저는 운 좋게 체험단으로 받았지만 브라운 색상도 나오면 구매해보려고 합니당 좋은 기회주셔서 감사합니다 ㅎㅎ,1
먼지랑 실밥이 어우 ㄷㄷ 개많네 그냥. 환불 귀찮아서 걍 입음,1
"기장, 두께감 모두 예상그대로 좋네용. 이너로 입기도 좋고 가슴팍 로고 이쁩니다.!",1
칼배송 별로,0
많이 가볍긴한데도 보온성 좋지만 털이 많이 빠져요.,1
"세탁할수록 이 옷만 유독
기모가 많이 빠져 좀 입기가 별로입니다.
따뜻하려고 입은건데
그래서 집에서 잠옷대용으로
휘뚜루마뚜루 입고 있어요",1
오염 진해요,1
반품,0
이가격에 만족합니다 사이즈가 좀 크니 작은 사이즈로 내려오시는게 좋을 듯 해요 따뜻해요,1
보세보다 못 함 걍 털이 우수수빠지고 두번 더 입으면 껍데기만 남을듯 걍 쓸애기에요,1
배송 빠르게 잘받았습니다 좋은제품 저렴하게 이용할수 있어서 넘 좋네요 잘입을게요,1
주문 굿,0
회색 검정색 낡을때마다 다시사고있어요 좋아요,0
택배 느림,0
박스 좋음,0
냄새가 나는게 큰 흠이고 싼값정도 하는거 같아요. 굳이 추천하진 않는부분,1
"한 사이즈 크게 해서 오버핏으로 입어도 좋았을 것 같아요
그래도 핏도 이쁘고 만족스럽습니다",1
점점 추워질때 입기 딱 좋은거 같아요 예쁘고 그냥 입기 좋네요,0
아이보리를 주문했는데 화이트색감의 옷이 왔습니다. 기존의 흰색옷과 비교해도 구분이 어려워요.,1
제일 좋아하는 브랜드 중 하나입니다. 편하게 입기 딱 좋아요,0
2번째 구매입니다. 깔별로 소장하고 싶을 정도로 마음에 들어요.,0
도착 느림,0
"원단 자체가 사계절 내내 잘 입을 수 있을만큼 탄탄하고 좋습니다 한겨울에는 조금 추울수도 있을거같지만 그래도 너무얇지도 엄청 두껍지도 않아서 딱 좋아요
그리고 적당하게 스판기도 있어서 편하고 
군더더기없는 디자인에 
아무 상의나 매치해도 잘어울릴것같습니다!
엄청 크게 와이드한 스타일은 아니고 두고두고 잘 입을만한 기본 디자인이라 하나쯤 꼭 있으면 괜찮을 슬렉스네요
아무래도 여성분들은 기장 수선은 조금 해야겠지만, 여자가 입어도 생각보다 디자인이나 여러모로 괜찮은것같아요 !",1
기사 빨라요,0
"중딩 딸 아이 사줬는데 너무 예뻐요
사이즈도 155,43인데 예쁘게 잘 맞아요
세탁해도 보풀없고 변형도없어요",1
길이 적당하고 기모 선택해서 따뜻해서 좋은 거 같아요,1
포장 굿,0
크기는 그렇게 크진 않고 기모긴 한데 겨울에 입기 좋을거 같아요,1
"무신사에서 세일하길래 바로 주문했어요.
색감 좋고 발도 편하네요",1
"다른건 다 괜찮은데 허리가 너무크네요
허리수선해서 입긴하는데 허리만 수선했더미 핏이영...",1
포장 굿,0
사이즈 말도 안되게 안맞아요 살면서 32처음 입어보네요 ㅋㅋ,1
크기 연해요,1
일부러 낙낙하게 입고 싶어서 사이즈업해서 주문했는데 맘에 들어요🫶🏻 가볍게 운동 가기 전후랑 집 앞 나갈때 입기 좋아요.,1
연말 행사용으로 구매해서 전달했습니다. 마음에 들어하네요. 좋아요!,0
"개인적으로 바지의 재질이고 뭐고간에 무신사 시스템에 불만이 많네요 바지자체는 나쁘지않은데 그럼 뭐합니까?
배송시작만 뜨고 묵묵부답이길래 취소신청 넣어놨더니
따로 연락도 없고 그냥 환불취소 넣은 상태만 유지되고
배송은 여전히 받은것도 없고 따질려다가
엊그제 알고보니 버려진박스쪽에 있더군요
택배기사도 아무말없이 배송한것도 화나고 무신사도 시스템상으로 오류가 있으면 환불에 대한 답이라도 주던가
그냥 환불상태로 놓는게 너무 불만이네요 포토후기는 이렇게 안적겠지만 좀 너무한 감이 없지않아있습니다",1
"딱 가격만큼 합니다
엄청좋지도 나쁘지도 않아요
무난합니다",0
사이즈도 넉넉해서 좋고 디자인도 예쁘고 넘 추천해요,1
너무너무 따뜻하게 입고 다니고있고 좋습니다아ㅏ아,1
하루 입었습니다 보풀이 장난 아닌데요?? 일회용 옷인가요?,1
환불,0
밑단 쿠션도 있어서 푹신하고 착화감도 좋아요! 무엇보다 컬러가 너무 예뻐요!,0
도착 빨라요,0
슬림 좋아요,1
배송비 빨라요,0
"색이 독특해서 포인트 주기 좋아여.
이염도 없었어요!",0
기존 맨투맨과 사이즈 동일히며 재질이 빳빳해요,1
만족스럽게 잘 사용하고 있습니다 맘에 들고 너무 좋은거 같습니다,0
기사 느림,0
스키니한 핏의 옷을 좋아하시면 강추드립니다! 재구매에요,1
"배송 감사드립니다
할인으로 구매 잘햇어요
여자친구 선물로 삿어요
제가 신은게 이쁘다고 해서
사이즈가 작으니 귀엽네요",1
주문하루만에 배송됨 반품하기 귀찮아서 걍 입을게요 마니파세요!!!!!!!,1
작네 작아요,1
세미 와이드치곤 허벅지부분이 타이트하다. ,1
신어보 좋아요,1
굿굿,0
"평소 본인이 105를 입는데 딱맞게 입고싶진 않다 -> 뜨리엑라
105를 입는데 핏하게 입고싶다 -> 투엑라",1
예전부터 넘 사고싶었던 후드집업이라서 구매했습니당 약간 가오리핏이긴한데 그래도 그냥저냥 입을만합니다. 특히 레오파드 호피 무늬가 이뻐요,1
"체중감량 쌉 성공하고 (16키로 뺌)
본인한테 주는 선물로 샀는데 완전 딱맞음.,
그래도 이뻐요",1
정사이즈 ㅊㅊ 신발이 너무 가볍고 편해서 요즘 매일 신고다녀요 ㅎㅎ 사고나니까 할인해서 너무 슬프지만 ㅜㅠ진ㅉㅏ 예쁩니다!,1
기사 별로,0
크네 딱 맞아요,1
택배 좋음,0
사이즈가 참 애매하네요 기장보다 품이 커요... 무거운데 얇다는느낌..?.. 어정쩡하네요... 이가격이면 조금 더주고 다른거 살듯..,1
재질도 좋고 저렴하고 딱 원하던 핏이여서 잘 산 거 같아요,1
"가볍게 입고 다니기 좋음, 외출할때마다 자주 입음",1
반품,0
박스 좋음,0
이뻐요,0
"사이즈 적당하고 따듯하니 좋아요
건조기 돌렸는데도 괜찮네요",1
작네요 커요,1
"원단이 부드럽고 편해요 
길이 적당해요. 샥도 너누 이뻐요",1
좁아 좋아요,1
이뻐요 언제나 편하게 입기 좋습니다. 무릎 안 늘어나요,0
"지난번에 S사이즈 샀는데 신축성이 없다보니 생각보다 엉덩이가 낑겨서 잘 안입게 되더라구요
그래서 이번엔 M 사이즈로 샀더니 딱 좋아요 짧은 다리라 수선이 필요한건 어쩔 수 없지만 편하게 막입을 청바지가 생겨서 좋네용 생지처럼 물빠짐이 있는것두 아니라 맘에 들어서 다른 컬러도 또 주문해야겠습니다",1
세탁해도 변색없고 무난하게 좋은 아이템인거 같아요~,1
"후기에서 크다고해서 걱정했는데 s사니까 엄청 큰 게 아니라 넉넉하게 맞아서 딱 귀여운 핏이었고 아래 지퍼 조금 여니까 더 귀야웠어요
보넥도 손민수하느라 샀는데 손민수 아니었어도 살 것 같아요 예뻐요",1
박스 굿,0
신축성 부드러워요,1
칼배송 빨라요,0
"매년 반팔티 구매할때 이용하고있어요 
두께감은 좀 있지만 오히려 얇지 않아서 좋은것 같습니다",1
박스 느림,0
반품,0
"겨울에 입으려고삿는데 두꺼워서 매우 만족합니다
XL /L 이렇게와서 더 좋네요.",1
모양이 너무 예뻐요 길이가 길지만 접으면 더 귀여워요 허리는 27인치정도 되는 것 같고 밑위가 짧다는 글을 봤는데 저는 딱 적당했어요 엉덩이 부분도 괜찮았구요 제가 엉덩이랑 다리 살이 없어서 그런 걸 수도 있지만.. 사이즈도 그렇고 색상 모양 정말 맘에 들어요,1
입어보자마자 털이 날리긴했는데 가성비는 좋은 것 같아요 핏도 예뻐서 잘입을것같아요,1
좁아 연해요,1
반품,0
예쁘고 폭닥해요 여성 남성 상관없이 입기좋아요!,0
초겨울에 하나 딱 입기좋은 외투입니다 가볍고 생각보다 보온성도 좋아서 편하게 입을수있는 옷입니다,1
환불,0
"브라운브레스 답게 이쁩니다
하지만 가격이 사악하다는 점 ...
옷은 매우 이뻐요 호홍핳으흐힣흥행훙",1
택배 빨라요,0
칼배송 빨라요,0
살사람들은 알아서 사면될듯 나쁘지는 않음 가나다,0
"집에 에어컨 ‘파워냉방’으로 틀고 입고있어봤는데, 진짜 따듯하고 가볍고 활동성도 좋았습니다 요즘 스파오 옷이 너무 잘 나와서 대 만족중",1
"초등아이150/40 성인 s사이즈도 이젠 대략 잘 맞네요
기모 도톰하고  앞쪽 로고는  자수인데  등쪽은 아니네요
손목 밴드 짱짱하고 검정 색감이 선명해서   좋았어요
세일할때  처음 구매해봤는데  만족합니다",1
아니 다좋은데 핏이 오ㅔ이엃게 구려요.??.?..?.?.??? 팔 시작 밑부분이 몸통 중앙에서 시작해서 팔 통이 겁나 널ㅈ어요 이게 뭐임 ㅋㅋ.ㅋ.ㅋㅋ.ㅌㅋ.ㅋ.ㅋㅋ당황스러운 핏이에요,1
"소재 별로고 세탁 한번 하면 그냥 후줄근해짐
몇년전에 옷 사서 한번 세탁했더니 목 완전 늘어나서  별로였던 기억이 있는데
그게 여기였음..",1
전체적인 기장이 길어서 무조건 오버핏으로 입을생각으로 구매했어요 두께감이 있어서 한겨울에 입기 좋아요 겨울말고는 입을일이 없을듯 합니다 왜 기모없는 버전이 많이 팔리는지 알 거 같아요 유명한만큼 핏도 좋아요,1
배송 왔을 때 닭 비린내가 너무 많이 났습니다 클리닝 한 번 맡기면 괜찮아질줄 알았는데 여전히 은은하게 닭 비린내가 납니다 게다가 입고 땀이 조금이라도 나면 그걸 흡수해서 닭 비린내가 더 심해집니다 막 다른 사람한테 테러할 수준은 아닌데 입고 있는 본인은 불쾌감이 꽤 듭니다 진짜 비추천합니다 다른 거 구매하십쇼 돈 아까워서 바로 버리지는 못하겠고 올해는 그냥저냥 어떻게든 입고 다니다가 내년에 새 거 사면서 갖다 버려버릴 예정입니다,1
평소 105사이즈 입는데  요즘 부쩍 살이 찌고 맞는옷이 없어서 고민이 많았어요~두께감은 좀 있는 편이고 길이가 예전에 구매한 제품보다 살짝 더 길어서 좋아요 비치지 않아서 외출복 입기에 좋아요,1
사이즈 조금 작은편인것 같고 색감도 흐려서 별로,1
신어보 부드러워요,1
와우 핏 진짜 예쁘고 색도 정말 찐 아이보리!! 엄청 예뻐서 자주 입고 다닐 거 같아용호,1
배송이 느리기는 했는데 만족합니다. 사이즈 m으로 가니까 원하는핏 딱나오네요,1
예상보다 배송도 빠르고 사이즈도 동일해서 넘 만족해용,1
아직 밖에서 입기에는 덥지만 두꺼운 소재는 아닌거 같아요 디자인하고 색감 다 마음에 들기는한데 팔이 길어도 너무 길어요 좀 짧았으면 좋겠어요,1
좋네요. 중딩템이라지만 저는 그냥 입어요. 꾸안꾸로 찰떡임!,0
딱 지금 입기 좋은 두께감 어깨에 비해 가슴단면이 많이 커서 핏 아방방함 171 기준 4 사이즈 살짝 접어서 입으면 엉덩이 딱 위까지 옴,1
멜란지 마스터 제픔은 무게감은 조금 있어도 제품이 탄탄해서 좋아요. 세일할때 저렴하게 잘 구입한거 같아요.,1
옷 재질이 별로인지 뭐가 계속 떨어지네요 별로에요,1
일단 두껍다는데 전혀ㅋㅋ 그리고 ㄹㅇ 사이즈가 무슨 반티 맞추는거마냥 너무 정핏임 길이는 또 길고ㅇㅇ 여기선 다신 안사입음 수고,1
중딩 아들 넘 잘입고 다녀요~코디하기 쉬운듯요~,0
반품,0
커요 작아요,1
허리가 살짝 끼기는 하는데 그냥 입으려구요. 편하지는 않아요.,1
재질이 그닥 만족스럽지 않아요 재질이 그닥 만족스럽지 않아요,1
무게 부드러워요,1
"옷이 너무 귀엽고, 편하게 입기 좋아서 자주 입는것 같아요",0
내츄럴한 색상과 착용감이 편해서 자주 신게 됩니다,1
편하게 매일 입기 좋은 슬랙스에요. 가격도 착해서 여러벌 갖춰놓고 입기 좋을듯 해요,0
사이즈는 맞는데 생각한 맛이 아니라 아쉽습니댜,1
계절 진해요,1
"옷이 조금 무겁고 크게 나왔어요
그래도 입으면 나름 귀엽네요",1
